Date,Open,High,Low,Close,Adj Close,Volume,Mid_price,Price_range,eurusd,usdjpy,usdcny,interest_rate,real_gdp,sticky_cpi
2004-04-29,1451.4000244140625,1461.1300048828125,1420.6600341796875,1431.3599853515625,1431.3599853515625,2371070000,1440.89501953125,40.469970703125,1.196000576019287,109.93000030517578,8.266900062561035,1.0,14323.017,2.2577613
2004-04-30,1435.1600341796875,1439.68994140625,1401.3599853515625,1401.3599853515625,1401.3599853515625,2174730000,1420.5249633789062,38.3299560546875,1.198293685913086,110.37000274658203,8.26710033416748,1.0,14323.017,2.2577613
2004-05-03,1409.06005859375,1428.489990234375,1404.06005859375,1415.2900390625,1415.2900390625,1932490000,1416.2750244140625,24.429931640625,1.193602204322815,110.16000366210938,8.26710033416748,1.0,14323.017,2.2577613
2004-05-04,1417.1199951171875,1438.489990234375,1409.3900146484375,1422.1099853515625,1422.1099853515625,1857530000,1423.9400024414062,29.0999755859375,1.2105072736740112,109.55000305175781,8.26710033416748,1.0,14323.017,2.2577613
2004-05-05,1424.7099609375,1435.4599609375,1416.72998046875,1428.4200439453125,1428.4200439453125,1586660000,1426.094970703125,18.72998046875,1.215894103050232,108.81999969482422,8.26710033416748,1.0,14323.017,2.2577613
2004-05-06,1416.5899658203125,1425.5,1403.3599853515625,1415.5999755859375,1415.5999755859375,1750770000,1414.4299926757812,22.1400146484375,1.2077003717422485,109.73999786376953,8.26710033416748,1.0,14323.017,2.2577613
2004-05-07,1411.050048828125,1432.7099609375,1406.18994140625,1406.18994140625,1406.18994140625,1637090000,1419.449951171875,26.52001953125,1.1880011558532715,112.30999755859375,8.26710033416748,1.0,14323.017,2.2577613
2004-05-10,1395.2099609375,1403.5899658203125,1384.8900146484375,1397.0999755859375,1397.0999755859375,1895630000,1394.239990234375,18.699951171875,1.1845955848693848,113.7300033569336,8.266900062561035,1.0,14323.017,2.2577613
2004-05-11,1406.3599853515625,1422.510009765625,1406.3599853515625,1421.8900146484375,1421.8900146484375,1645220000,1414.4349975585938,16.1500244140625,1.1881988048553467,112.94000244140625,8.26729965209961,1.0,14323.017,2.2577613
2004-05-12,1412.5,1417.030029296875,1378.6400146484375,1414.8299560546875,1414.8299560546875,1887780000,1397.8350219726562,38.3900146484375,1.190504550933838,112.97000122070312,8.26729965209961,1.0,14323.017,2.2577613
2004-05-13,1408.5799560546875,1425.68994140625,1405.5999755859375,1417.0899658203125,1417.0899658203125,1558620000,1415.6449584960938,20.0899658203125,1.1804006099700928,114.58999633789062,8.26720142364502,1.0,14323.017,2.2577613
2004-05-14,1415.43994140625,1419.5699462890625,1394.3699951171875,1399.8499755859375,1399.8499755859375,1526360000,1406.969970703125,25.199951171875,1.1881988048553467,114.11000061035156,8.26720142364502,1.0,14323.017,2.2577613
2004-05-17,1379.989990234375,1391.77001953125,1372.4599609375,1379.9000244140625,1379.9000244140625,1528890000,1382.114990234375,19.31005859375,1.2025011777877808,114.43000030517578,8.26720142364502,1.0,14323.017,2.2577613
2004-05-18,1395.22998046875,1404.27001953125,1393.0799560546875,1397.469970703125,1397.469970703125,1435100000,1398.6749877929688,11.1900634765625,1.1945005655288696,114.08999633789062,8.26710033416748,1.0,14323.017,2.2577613
2004-05-19,1414.3800048828125,1427.510009765625,1396.3399658203125,1396.3399658203125,1396.3399658203125,1834960000,1411.9249877929688,31.1700439453125,1.2003936767578125,112.8499984741211,8.266900062561035,1.0,14323.017,2.2577613
2004-05-20,1400.3699951171875,1408.199951171875,1390.4100341796875,1396.8699951171875,1396.8699951171875,1540900000,1399.3049926757812,17.7899169921875,1.1957002878189087,112.7300033569336,8.266900062561035,1.0,14323.017,2.2577613
2004-05-21,1409.6099853515625,1414.1099853515625,1397.699951171875,1408.1700439453125,1408.1700439453125,1376620000,1405.9049682617188,16.4100341796875,1.2028049230575562,112.33999633789062,8.26710033416748,1.0,14323.017,2.2577613
2004-05-24,1418.77001953125,1425.489990234375,1408.43994140625,1413.969970703125,1413.969970703125,1422080000,1416.9649658203125,17.050048828125,1.199903964996338,113.12000274658203,8.26710033416748,1.0,14323.017,2.2577613
2004-05-25,1412.5899658203125,1450.06005859375,1406.199951171875,1447.719970703125,1447.719970703125,1770600000,1428.1300048828125,43.860107421875,1.210097074508667,111.80999755859375,8.266900062561035,1.0,14323.017,2.2577613
2004-05-26,1443.1300048828125,1455.0,1440.8499755859375,1453.8699951171875,1453.8699951171875,1591030000,1447.9249877929688,14.1500244140625,1.2110936641693115,111.86000061035156,8.266900062561035,1.0,14323.017,2.2577613
2004-05-27,1460.06005859375,1467.6300048828125,1450.6700439453125,1463.1099853515625,1463.1099853515625,1641260000,1459.1500244140625,16.9599609375,1.227596402168274,111.06999969482422,8.266799926757812,1.0,14323.017,2.2577613
2004-05-28,1464.8299560546875,1469.22998046875,1456.77001953125,1466.219970703125,1466.219970703125,1233190000,1463.0,12.4599609375,1.2218068838119507,109.97000122070312,8.266900062561035,1.0,14323.017,2.2577613
2004-06-01,1457.7099609375,1469.27001953125,1453.3900146484375,1468.5400390625,1468.5400390625,1459030000,1461.3300170898438,15.8800048828125,1.2244998216629028,110.41999816894531,8.26669979095459,1.03,14323.017,2.3794884
2004-06-02,1472.5400390625,1474.0999755859375,1455.1300048828125,1464.219970703125,1464.219970703125,1520120000,1464.614990234375,18.969970703125,1.2218962907791138,109.8499984741211,8.26669979095459,1.03,14323.017,2.3794884
2004-06-03,1459.18994140625,1462.4100341796875,1445.2099609375,1445.2099609375,1445.2099609375,1526670000,1453.8099975585938,17.2000732421875,1.2221053838729858,111.16000366210938,8.266799926757812,1.03,14323.017,2.3794884
2004-06-04,1463.4599609375,1472.6400146484375,1455.0400390625,1455.0400390625,1455.0400390625,1417600000,1463.8400268554688,17.5999755859375,1.2275059223175049,111.26000213623047,8.26669979095459,1.03,14323.017,2.3794884
2004-06-07,1465.56005859375,1491.449951171875,1464.010009765625,1491.449951171875,1491.449951171875,1485300000,1477.72998046875,27.43994140625,1.2318001985549927,109.62000274658203,8.26669979095459,1.03,14323.017,2.3794884
2004-06-08,1483.5899658203125,1496.0,1481.760009765625,1495.969970703125,1495.969970703125,1464790000,1488.8800048828125,14.239990234375,1.2261061668395996,109.52999877929688,8.26669979095459,1.03,14323.017,2.3794884
2004-06-09,1487.3699951171875,1490.8800048828125,1469.0400390625,1469.5,1469.5,1520200000,1479.9600219726562,21.8399658203125,1.2042969465255737,110.38999938964844,8.26669979095459,1.03,14323.017,2.3794884
2004-06-10,1475.7099609375,1481.27001953125,1470.5,1481.27001953125,1481.27001953125,1345640000,1475.885009765625,10.77001953125,1.2109030485153198,109.2699966430664,8.266799926757812,1.03,14323.017,2.3794884
2004-06-14,1470.6199951171875,1471.18994140625,1451.780029296875,1458.6400146484375,1458.6400146484375,1402630000,1461.4849853515625,19.409912109375,1.2061998844146729,110.98999786376953,8.266599655151367,1.03,14323.017,2.3794884
2004-06-15,1470.3699951171875,1487.8299560546875,1470.3699951171875,1479.199951171875,1479.199951171875,1527280000,1479.0999755859375,17.4599609375,1.216604232788086,109.41000366210938,8.266599655151367,1.03,14323.017,2.3794884
2004-06-16,1478.719970703125,1483.5999755859375,1474.1700439453125,1479.989990234375,1479.989990234375,1353130000,1478.885009765625,9.429931640625,1.2006964683532715,110.08999633789062,8.266599655151367,1.03,14323.017,2.3794884
2004-06-17,1473.93994140625,1473.949951171875,1458.6800537109375,1464.030029296875,1464.030029296875,1449920000,1466.3150024414062,15.2698974609375,1.20339834690094,109.58000183105469,8.266599655151367,1.03,14323.017,2.3794884
2004-06-18,1457.8800048828125,1481.3599853515625,1455.6700439453125,1464.6500244140625,1464.6500244140625,1697770000,1468.5150146484375,25.68994140625,1.2145060300827026,108.72000122070312,8.266599655151367,1.03,14323.017,2.3794884
2004-06-21,1467.97998046875,1472.6500244140625,1450.7900390625,1453.22998046875,1453.22998046875,1363000000,1461.7200317382812,21.8599853515625,1.2126061916351318,108.68000030517578,8.266599655151367,1.03,14323.017,2.3794884
2004-06-22,1455.9200439453125,1475.1199951171875,1448.8199462890625,1474.8699951171875,1474.8699951171875,1660890000,1461.969970703125,26.300048828125,1.2121946811676025,109.19000244140625,8.266599655151367,1.03,14323.017,2.3794884
2004-06-23,1471.5400390625,1495.050048828125,1468.739990234375,1493.52001953125,1493.52001953125,1803560000,1481.89501953125,26.31005859375,1.208605170249939,108.20999908447266,8.26669979095459,1.03,14323.017,2.3794884
2004-06-24,1490.5799560546875,1502.1400146484375,1485.8800048828125,1488.31005859375,1488.31005859375,1685690000,1494.010009765625,16.260009765625,1.2174040079116821,107.19000244140625,8.266599655151367,1.03,14323.017,2.3794884
2004-06-25,1488.8199462890625,1503.9100341796875,1488.199951171875,1498.3800048828125,1498.3800048828125,1972100000,1496.0549926757812,15.7100830078125,1.2203009128570557,107.5999984741211,8.26669979095459,1.03,14323.017,2.3794884
2004-06-28,1507.3199462890625,1508.52001953125,1485.25,1493.0699462890625,1493.0699462890625,1611080000,1496.885009765625,23.27001953125,1.2186946868896484,107.98999786376953,8.266599655151367,1.03,14323.017,2.3794884
2004-06-29,1490.6500244140625,1507.050048828125,1490.6500244140625,1505.6500244140625,1505.6500244140625,1581530000,1498.8500366210938,16.4000244140625,1.2098042964935303,108.19000244140625,8.266599655151367,1.03,14323.017,2.3794884
2004-06-30,1507.5999755859375,1523.47998046875,1502.6099853515625,1516.6400146484375,1516.6400146484375,1754160000,1513.0449829101562,20.8699951171875,1.218397855758667,108.87000274658203,8.266599655151367,1.03,14323.017,2.3794884
2004-07-01,1514.8199462890625,1514.8199462890625,1477.6199951171875,1489.5699462890625,1489.5699462890625,1739310000,1496.219970703125,37.199951171875,1.2162047624588013,108.47000122070312,8.26669979095459,1.26,14457.832,2.2638524
2004-07-02,1488.3399658203125,1489.5999755859375,1473.72998046875,1481.18994140625,1481.18994140625,1200230000,1481.6649780273438,15.8699951171875,1.2311025857925415,108.26000213623047,8.266599655151367,1.26,14457.832,2.2638524
2004-07-06,1470.469970703125,1471.2099609375,1441.780029296875,1445.7099609375,1445.7099609375,1927550000,1456.4949951171875,29.429931640625,1.2285012006759644,109.41000366210938,8.266799926757812,1.26,14457.832,2.2638524
2004-07-07,1445.0999755859375,1459.0699462890625,1445.02001953125,1452.489990234375,1452.489990234375,1762310000,1452.0449829101562,14.0499267578125,1.2371032238006592,108.5199966430664,8.266799926757812,1.26,14457.832,2.2638524
2004-07-08,1439.5699462890625,1452.699951171875,1430.81005859375,1431.1300048828125,1431.1300048828125,1789150000,1441.7550048828125,21.889892578125,1.2394952774047852,108.8499984741211,8.266900062561035,1.26,14457.832,2.2638524
2004-07-09,1442.4300537109375,1451.3900146484375,1434.0,1440.0,1440.0,1388750000,1442.6950073242188,17.3900146484375,1.241896629333496,108.18000030517578,8.266900062561035,1.26,14457.832,2.2638524
2004-07-12,1429.9100341796875,1435.300048828125,1418.0999755859375,1432.1099853515625,1432.1099853515625,1504000000,1426.7000122070312,17.2000732421875,1.240802526473999,108.30999755859375,8.266799926757812,1.26,14457.832,2.2638524
2004-07-13,1436.0799560546875,1439.780029296875,1426.1099853515625,1428.6800537109375,1428.6800537109375,1499660000,1432.9450073242188,13.6700439453125,1.2333041429519653,108.41999816894531,8.266799926757812,1.26,14457.832,2.2638524
2004-07-14,1414.4200439453125,1433.6099853515625,1411.52001953125,1416.050048828125,1416.050048828125,1461800000,1422.5650024414062,22.0899658203125,1.2384973764419556,109.1500015258789,8.26669979095459,1.26,14457.832,2.2638524
2004-07-15,1422.260009765625,1427.719970703125,1412.5899658203125,1415.9200439453125,1415.9200439453125,1669940000,1420.1549682617188,15.1300048828125,1.235605239868164,109.76000213623047,8.26669979095459,1.26,14457.832,2.2638524
2004-07-16,1426.489990234375,1426.489990234375,1392.1700439453125,1392.1700439453125,1392.1700439453125,2099400000,1409.3300170898438,34.3199462890625,1.245593786239624,108.7300033569336,8.266599655151367,1.26,14457.832,2.2638524
2004-07-19,1398.9200439453125,1406.1500244140625,1386.780029296875,1396.77001953125,1396.77001953125,1774620000,1396.4650268554688,19.3699951171875,1.2439976930618286,108.2699966430664,8.266599655151367,1.26,14457.832,2.2638524
2004-07-20,1398.6400146484375,1421.0699462890625,1396.8499755859375,1421.0699462890625,1421.0699462890625,1628240000,1408.9599609375,24.219970703125,1.2333954572677612,108.48999786376953,8.26669979095459,1.26,14457.832,2.2638524
2004-07-21,1433.27001953125,1433.27001953125,1386.5699462890625,1386.5699462890625,1386.5699462890625,2109750000,1409.9199829101562,46.7000732421875,1.226301670074463,109.87000274658203,8.266599655151367,1.26,14457.832,2.2638524
2004-07-22,1385.8900146484375,1411.4300537109375,1377.699951171875,1408.510009765625,1408.510009765625,1964570000,1394.5650024414062,33.7301025390625,1.2255953550338745,109.76000213623047,8.266599655151367,1.26,14457.832,2.2638524
2004-07-23,1394.56005859375,1394.56005859375,1370.699951171875,1375.47998046875,1375.47998046875,1697910000,1382.6300048828125,23.860107421875,1.2095993757247925,110.1500015258789,8.266599655151367,1.26,14457.832,2.2638524
2004-07-26,1376.800048828125,1383.6700439453125,1359.199951171875,1368.4000244140625,1368.4000244140625,1667060000,1371.4349975585938,24.4700927734375,1.2139016389846802,109.87000274658203,8.26669979095459,1.26,14457.832,2.2638524
2004-07-27,1374.68994140625,1395.949951171875,1371.260009765625,1391.5,1391.5,1769400000,1383.60498046875,24.68994140625,1.2064036130905151,110.87999725341797,8.26669979095459,1.26,14457.832,2.2638524
2004-07-28,1384.510009765625,1392.47998046875,1360.27001953125,1383.75,1383.75,1847380000,1376.375,32.2099609375,1.2043983936309814,111.75,8.266799926757812,1.26,14457.832,2.2638524
2004-07-29,1395.3399658203125,1403.800048828125,1388.06005859375,1398.550048828125,1398.550048828125,1703350000,1395.9300537109375,15.739990234375,1.2038040161132812,112.11000061035156,8.266900062561035,1.26,14457.832,2.2638524
2004-07-30,1397.050048828125,1412.0,1394.8499755859375,1400.3900146484375,1400.3900146484375,1507320000,1403.4249877929688,17.1500244140625,1.2016053199768066,111.36000061035156,8.266900062561035,1.26,14457.832,2.2638524
2004-08-02,1390.2099609375,1408.31005859375,1387.0400390625,1406.3299560546875,1406.3299560546875,1533970000,1397.675048828125,21.27001953125,1.2021976709365845,110.8499984741211,8.267000198364258,1.26,14457.832,2.2638524
2004-08-03,1402.3399658203125,1404.9000244140625,1379.02001953125,1379.1400146484375,1379.1400146484375,1494480000,1391.9600219726562,25.8800048828125,1.2052984237670898,110.6500015258789,8.267000198364258,1.26,14457.832,2.2638524
2004-08-04,1372.4599609375,1386.280029296875,1368.43994140625,1379.2099609375,1379.2099609375,1659390000,1377.3599853515625,17.840087890625,1.2059961557388306,111.0,8.267000198364258,1.26,14457.832,2.2638524
2004-08-05,1380.9300537109375,1383.3800048828125,1352.27001953125,1353.43994140625,1353.43994140625,1574660000,1367.8250122070312,31.1099853515625,1.2051968574523926,111.75,8.266900062561035,1.26,14457.832,2.2638524
2004-08-06,1341.0799560546875,1342.8699951171875,1314.969970703125,1315.300048828125,1315.300048828125,1692260000,1328.9199829101562,27.9000244140625,1.2307995557785034,110.51000213623047,8.266900062561035,1.26,14457.832,2.2638524
2004-08-09,1320.8299560546875,1325.449951171875,1314.5699462890625,1318.8299560546875,1318.8299560546875,1263490000,1320.0099487304688,10.8800048828125,1.2272950410842896,110.6500015258789,8.266900062561035,1.26,14457.832,2.2638524
2004-08-10,1325.9599609375,1346.7099609375,1324.3800048828125,1346.7099609375,1346.7099609375,1468460000,1335.5449829101562,22.3299560546875,1.2236007452011108,111.22000122070312,8.267000198364258,1.26,14457.832,2.2638524
2004-08-11,1319.699951171875,1328.8299560546875,1309.5,1324.6500244140625,1324.6500244140625,1794260000,1319.1649780273438,19.3299560546875,1.222195029258728,110.76000213623047,8.266900062561035,1.26,14457.832,2.2638524
2004-08-12,1313.81005859375,1320.93994140625,1302.739990234375,1304.4300537109375,1304.4300537109375,1632660000,1311.8399658203125,18.199951171875,1.223900318145752,110.87999725341797,8.266900062561035,1.26,14457.832,2.2638524
2004-08-13,1311.8399658203125,1316.300048828125,1301.9300537109375,1307.8199462890625,1307.8199462890625,1347750000,1309.1150512695312,14.3699951171875,1.237593173980713,110.69999694824219,8.266799926757812,1.26,14457.832,2.2638524
2004-08-16,1309.5,1334.780029296875,1309.5,1326.8399658203125,1326.8399658203125,1289730000,1322.1400146484375,25.280029296875,1.2358952760696411,110.38999938964844,8.266799926757812,1.26,14457.832,2.2638524
2004-08-17,1332.93994140625,1344.5400390625,1331.8499755859375,1335.719970703125,1335.719970703125,1390280000,1338.1950073242188,12.6900634765625,1.2345069646835327,109.94999694824219,8.26669979095459,1.26,14457.832,2.2638524
2004-08-18,1328.989990234375,1363.739990234375,1327.8499755859375,1363.72998046875,1363.72998046875,1575050000,1345.7949829101562,35.8900146484375,1.2340041399002075,109.43000030517578,8.26669979095459,1.26,14457.832,2.2638524
2004-08-19,1356.8900146484375,1361.22998046875,1344.97998046875,1353.239990234375,1353.239990234375,1416730000,1353.10498046875,16.25,1.2371950149536133,109.36000061035156,8.266799926757812,1.26,14457.832,2.2638524
2004-08-20,1352.280029296875,1373.010009765625,1348.27001953125,1366.72998046875,1366.72998046875,1342650000,1360.6400146484375,24.739990234375,1.2321947813034058,109.11000061035156,8.26669979095459,1.26,14457.832,2.2638524
2004-08-23,1370.510009765625,1377.6700439453125,1364.4599609375,1370.9000244140625,1370.9000244140625,1224660000,1371.0650024414062,13.2100830078125,1.2151997089385986,109.73999786376953,8.26669979095459,1.26,14457.832,2.2638524
2004-08-24,1376.989990234375,1379.050048828125,1360.8199462890625,1369.780029296875,1369.780029296875,1301090000,1369.9349975585938,18.2301025390625,1.2081964015960693,109.69000244140625,8.26669979095459,1.26,14457.832,2.2638524
2004-08-25,1369.199951171875,1391.219970703125,1363.56005859375,1389.1700439453125,1389.1700439453125,1320640000,1377.3900146484375,27.659912109375,1.208605170249939,110.0999984741211,8.266599655151367,1.26,14457.832,2.2638524
2004-08-26,1383.800048828125,1388.8399658203125,1379.68994140625,1383.97998046875,1383.97998046875,1183830000,1384.2649536132812,9.1500244140625,1.2099066972732544,109.62000274658203,8.266599655151367,1.26,14457.832,2.2638524
2004-08-27,1384.6099853515625,1393.22998046875,1384.6099853515625,1388.56005859375,1388.56005859375,1011070000,1388.9199829101562,8.6199951171875,1.2019952535629272,109.66000366210938,8.26669979095459,1.26,14457.832,2.2638524
2004-08-30,1383.1199951171875,1384.1400146484375,1367.72998046875,1367.93994140625,1367.93994140625,1007640000,1375.9349975585938,16.4100341796875,1.2049063444137573,109.91999816894531,8.26669979095459,1.26,14457.832,2.2638524
2004-08-31,1368.9100341796875,1372.27001953125,1354.0999755859375,1368.6800537109375,1368.6800537109375,1298910000,1363.1849975585938,18.1700439453125,1.2178043127059937,109.16999816894531,8.266599655151367,1.26,14457.832,2.2638524
2004-09-01,1363.27001953125,1384.8499755859375,1360.5799560546875,1377.9599609375,1377.9599609375,1426350000,1372.7149658203125,24.27001953125,1.2190067768096924,109.36000061035156,8.266599655151367,1.61,14457.832,2.240201
2004-09-02,1374.68994140625,1402.0699462890625,1373.6700439453125,1398.3399658203125,1398.3399658203125,1208770000,1387.8699951171875,28.39990234375,1.217300295829773,109.5,8.26669979095459,1.61,14457.832,2.240201
2004-09-03,1384.4100341796875,1393.5,1370.010009765625,1371.8199462890625,1371.8199462890625,1244610000,1381.7550048828125,23.489990234375,1.205501914024353,110.41000366210938,8.26669979095459,1.61,14457.832,2.240201
2004-09-07,1382.47998046875,1390.5999755859375,1372.530029296875,1381.8399658203125,1381.8399658203125,1320700000,1381.5650024414062,18.0699462890625,1.2099066972732544,109.37000274658203,8.26669979095459,1.61,14457.832,2.240201
2004-09-08,1378.4000244140625,1393.68994140625,1374.7900390625,1376.77001953125,1376.77001953125,1442540000,1384.239990234375,18.89990234375,1.2189027070999146,109.20999908447266,8.26669979095459,1.61,14457.832,2.240201
2004-09-09,1385.219970703125,1396.550048828125,1373.3699951171875,1391.530029296875,1391.530029296875,1663790000,1384.9600219726562,23.1800537109375,1.2242000102996826,109.38999938964844,8.266799926757812,1.61,14457.832,2.240201
2004-09-10,1391.199951171875,1414.550048828125,1386.4100341796875,1413.0,1413.0,1606650000,1400.4800415039062,28.1400146484375,1.2272950410842896,109.58000183105469,8.266599655151367,1.61,14457.832,2.240201
2004-09-13,1417.8399658203125,1435.949951171875,1414.219970703125,1427.3399658203125,1427.3399658203125,1741080000,1425.0849609375,21.72998046875,1.2264070510864258,110.05000305175781,8.266599655151367,1.61,14457.832,2.240201
2004-09-14,1425.2900390625,1435.9100341796875,1422.8299560546875,1434.3699951171875,1434.3699951171875,1509260000,1429.3699951171875,13.080078125,1.2260010242462158,109.54000091552734,8.26669979095459,1.61,14457.832,2.240201
2004-09-15,1425.510009765625,1425.510009765625,1412.5400390625,1415.300048828125,1415.300048828125,1575500000,1419.0250244140625,12.969970703125,1.215701937675476,110.0199966430664,8.266799926757812,1.61,14457.832,2.240201
2004-09-16,1417.3699951171875,1429.9300537109375,1413.219970703125,1417.969970703125,1417.969970703125,1325500000,1421.5750122070312,16.7100830078125,1.2190067768096924,109.61000061035156,8.266599655151367,1.61,14457.832,2.240201
2004-09-17,1417.72998046875,1427.5899658203125,1413.780029296875,1426.300048828125,1426.300048828125,1640370000,1420.6849975585938,13.8099365234375,1.2182048559188843,109.69999694824219,8.26669979095459,1.61,14457.832,2.240201
2004-09-20,1417.3900146484375,1437.300048828125,1415.31005859375,1424.719970703125,1424.719970703125,1565540000,1426.3050537109375,21.989990234375,1.2174040079116821,109.91000366210938,8.26669979095459,1.61,14457.832,2.240201
2004-09-21,1429.8499755859375,1440.81005859375,1425.1600341796875,1435.9100341796875,1435.9100341796875,1531560000,1432.9850463867188,15.6500244140625,1.2328935861587524,109.77999877929688,8.266599655151367,1.61,14457.832,2.240201
2004-09-22,1424.719970703125,1424.719970703125,1403.1600341796875,1404.219970703125,1404.219970703125,1588290000,1413.9400024414062,21.5599365234375,1.2266929149627686,110.5999984741211,8.266599655151367,1.61,14457.832,2.240201
2004-09-23,1405.760009765625,1413.6800537109375,1402.7900390625,1405.77001953125,1405.77001953125,1396810000,1408.2350463867188,10.8900146484375,1.22720468044281,110.73999786376953,8.266599655151367,1.61,14457.832,2.240201
2004-09-24,1407.7099609375,1414.56005859375,1397.5,1399.050048828125,1399.050048828125,1360090000,1406.030029296875,17.06005859375,1.227596402168274,110.54000091552734,8.266599655151367,1.61,14457.832,2.240201
2004-09-27,1389.93994140625,1396.4200439453125,1383.239990234375,1385.550048828125,1385.550048828125,1316790000,1389.8300170898438,13.1800537109375,1.2307995557785034,111.16999816894531,8.266599655151367,1.61,14457.832,2.240201
2004-09-28,1390.1099853515625,1394.4300537109375,1376.989990234375,1389.699951171875,1389.699951171875,1536980000,1385.7100219726562,17.4400634765625,1.232103705406189,111.30999755859375,8.266599655151367,1.61,14457.832,2.240201
2004-09-29,1389.68994140625,1411.8199462890625,1389.6199951171875,1410.8599853515625,1410.8599853515625,1637280000,1400.719970703125,22.199951171875,1.2336997985839844,111.0199966430664,8.266599655151367,1.61,14457.832,2.240201
2004-09-30,1409.22998046875,1417.989990234375,1403.8900146484375,1412.739990234375,1412.739990234375,1656620000,1410.9400024414062,14.0999755859375,1.2433944940567017,110.08000183105469,8.266599655151367,1.61,14457.832,2.240201
