Date,Time,Open,High,Low,Close,Tick volume,Mid_price,Price_range,Hour
2017-06-20,20:00:00,139.349,139.357,139.349,139.357,3,139.353,0.008,20
2017-06-21,13:30:00,139.66,139.94,139.57,139.66,1768,139.755,0.37,13
2017-06-21,14:00:00,139.66,140.03,139.66,139.94,1219,139.845,0.37,14
2017-06-21,14:30:00,139.95,140.41,139.94,140.24,1103,140.175,0.47,14
2017-06-21,15:00:00,140.23,140.23,139.87,140.1,1017,140.05,0.36,15
2017-06-21,15:30:00,140.11,140.37,140.07,140.36,698,140.22,0.3,15
2017-06-21,16:00:00,140.35,140.36,140.14,140.35,633,140.25,0.22,16
2017-06-21,16:30:00,140.35,140.49,140.11,140.14,1047,140.3,0.38,16
2017-06-21,17:00:00,140.15,140.42,140.14,140.3,785,140.28,0.28,17
2017-06-21,17:30:00,140.31,140.43,140.14,140.29,682,140.285,0.29,17
2017-06-21,18:00:00,140.3,140.54,140.17,140.32,715,140.355,0.37,18
2017-06-21,18:30:00,140.31,140.7,140.28,140.61,821,140.49,0.42,18
2017-06-21,19:00:00,140.6,140.7,140.52,140.69,670,140.61,0.18,19
2017-06-21,19:30:00,140.68,140.8,140.53,140.73,630,140.665,0.27,19
2017-06-21,20:00:00,140.72,140.72,140.72,140.72,1,140.72,0.0,20
2017-06-22,13:30:00,140.91,140.94,140.4,140.52,1663,140.67,0.54,13
2017-06-22,14:00:00,140.53,140.68,140.33,140.6,1257,140.505,0.35,14
2017-06-22,14:30:00,140.58,140.9,140.49,140.77,1012,140.695,0.41,14
2017-06-22,15:00:00,140.78,140.88,140.65,140.83,980,140.765,0.23,15
2017-06-22,15:30:00,140.82,140.83,140.65,140.8,708,140.74,0.18,15
2017-06-22,16:00:00,140.79,140.85,140.68,140.81,642,140.765,0.17,16
2017-06-22,16:30:00,140.81,141.18,140.79,141.1,707,140.985,0.39,16
2017-06-22,17:00:00,141.12,141.21,141.03,141.1,602,141.12,0.18,17
2017-06-22,17:30:00,141.08,141.12,141.04,141.07,415,141.08,0.08,17
2017-06-22,18:00:00,141.08,141.18,140.96,141.0,497,141.07,0.22,18
2017-06-22,18:30:00,140.98,141.03,140.9,141.02,553,140.965,0.13,18
2017-06-22,19:00:00,141.02,141.08,140.95,140.97,576,141.015,0.13,19
2017-06-22,19:30:00,140.96,140.99,140.64,140.67,718,140.815,0.35,19
2017-06-23,13:30:00,140.54,140.68,140.14,140.39,1508,140.41,0.54,13
2017-06-23,14:00:00,140.4,140.68,140.34,140.62,910,140.51,0.34,14
2017-06-23,14:30:00,140.6,140.91,140.6,140.83,821,140.755,0.31,14
2017-06-23,15:00:00,140.84,140.94,140.79,140.87,628,140.865,0.15,15
2017-06-23,15:30:00,140.87,141.07,140.79,141.04,473,140.93,0.28,15
2017-06-23,16:00:00,141.04,141.23,140.93,141.22,467,141.08,0.3,16
2017-06-23,16:30:00,141.21,141.34,141.18,141.2,465,141.26,0.16,16
2017-06-23,17:00:00,141.2,141.32,141.15,141.29,571,141.235,0.17,17
2017-06-23,17:30:00,141.3,141.41,141.29,141.32,400,141.35,0.12,17
2017-06-23,18:00:00,141.34,141.36,141.22,141.22,414,141.29,0.14,18
2017-06-23,18:30:00,141.22,141.29,141.07,141.17,559,141.18,0.22,18
2017-06-23,19:00:00,141.16,141.19,140.84,140.89,738,141.015,0.35,19
2017-06-23,19:30:00,140.88,141.3,140.87,141.22,935,141.085,0.43,19
2017-06-26,13:30:00,141.99,142.29,141.92,142.06,1511,142.105,0.37,13
2017-06-26,14:00:00,142.05,142.07,141.42,141.67,1263,141.745,0.65,14
2017-06-26,14:30:00,141.67,141.69,140.73,140.92,1777,141.21,0.96,14
2017-06-26,15:00:00,140.92,140.98,140.38,140.64,1596,140.68,0.6,15
2017-06-26,15:30:00,140.63,140.86,140.26,140.86,1445,140.56,0.6,15
2017-06-26,16:00:00,140.86,140.93,140.74,140.81,821,140.835,0.19,16
2017-06-26,16:30:00,140.8,141.19,140.8,141.11,794,140.995,0.39,16
2017-06-26,17:00:00,141.11,141.12,140.82,140.94,740,140.97,0.3,17
2017-06-26,17:30:00,140.95,141.05,140.91,140.99,611,140.98,0.14,17
2017-06-26,18:00:00,140.98,141.0,140.63,140.75,851,140.815,0.37,18
2017-06-26,18:30:00,140.73,140.9,140.7,140.8,649,140.8,0.2,18
2017-06-26,19:00:00,140.79,140.9,140.57,140.74,860,140.735,0.33,19
2017-06-26,19:30:00,140.73,140.82,140.48,140.56,895,140.65,0.34,19
2017-06-27,13:30:00,140.02,140.04,139.48,139.73,2101,139.76,0.56,13
2017-06-27,14:00:00,139.73,140.13,139.71,139.74,1532,139.92,0.42,14
2017-06-27,14:30:00,139.73,140.21,139.73,140.03,1193,139.97,0.48,14
2017-06-27,15:00:00,140.04,140.18,139.83,139.87,1010,140.005,0.35,15
2017-06-27,15:30:00,139.86,140.06,139.74,139.8,901,139.9,0.32,15
2017-06-27,16:00:00,139.79,139.9,139.68,139.79,663,139.79,0.22,16
2017-06-27,16:30:00,139.79,139.79,139.15,139.27,958,139.47,0.64,16
2017-06-27,17:00:00,139.28,139.31,138.96,139.2,1250,139.135,0.35,17
2017-06-27,17:30:00,139.19,139.29,138.37,138.62,1872,138.83,0.92,17
2017-06-27,18:00:00,138.62,138.82,138.27,138.76,1655,138.545,0.55,18
2017-06-27,18:30:00,138.75,138.95,138.66,138.74,1061,138.805,0.29,18
2017-06-27,19:00:00,138.74,138.88,138.3,138.4,1029,138.59,0.58,19
2017-06-27,19:30:00,138.38,138.48,138.01,138.01,1128,138.245,0.47,19
2017-06-28,13:30:00,138.52,138.63,137.72,137.84,2260,138.175,0.91,13
2017-06-28,14:00:00,137.84,138.54,137.81,138.35,1681,138.175,0.73,14
2017-06-28,14:30:00,138.37,139.33,138.37,139.16,1226,138.85,0.96,14
2017-06-28,15:00:00,139.16,139.29,138.97,139.01,1045,139.13,0.32,15
2017-06-28,15:30:00,139.0,139.29,138.9,139.09,887,139.095,0.39,15
2017-06-28,16:00:00,139.08,139.27,139.05,139.21,701,139.16,0.22,16
2017-06-28,16:30:00,139.22,139.71,139.17,139.62,589,139.44,0.54,16
2017-06-28,17:00:00,139.63,139.84,139.57,139.82,728,139.705,0.27,17
2017-06-28,17:30:00,139.81,139.9,139.71,139.71,679,139.805,0.19,17
2017-06-28,18:00:00,139.73,139.78,139.53,139.56,585,139.655,0.25,18
2017-06-28,18:30:00,139.55,139.81,139.55,139.8,599,139.68,0.26,18
2017-06-28,19:00:00,139.8,140.04,139.78,140.02,525,139.91,0.26,19
2017-06-28,19:30:00,140.03,140.12,139.95,140.0,649,140.035,0.17,19
2017-06-29,13:30:00,139.39,139.42,138.43,138.58,2326,138.925,0.99,13
2017-06-29,14:00:00,138.6,138.74,138.0,138.41,2006,138.37,0.74,14
2017-06-29,14:30:00,138.41,138.67,138.21,138.22,1699,138.44,0.46,14
2017-06-29,15:00:00,138.23,138.34,137.37,137.5,1676,137.855,0.97,15
2017-06-29,15:30:00,137.5,137.71,137.09,137.29,2246,137.4,0.62,15
2017-06-29,16:00:00,137.29,137.77,137.14,137.54,1883,137.455,0.63,16
2017-06-29,16:30:00,137.54,137.6,136.95,136.97,1859,137.275,0.65,16
2017-06-29,17:00:00,136.97,137.16,136.25,136.34,1905,136.705,0.91,17
2017-06-29,17:30:00,136.35,136.95,136.35,136.69,2274,136.65,0.6,17
2017-06-29,18:00:00,136.7,137.29,136.49,137.18,1745,136.89,0.8,18
2017-06-29,18:30:00,137.19,137.3,136.89,137.16,1399,137.095,0.41,18
2017-06-29,19:00:00,137.15,137.76,137.12,137.46,1499,137.44,0.64,19
2017-06-29,19:30:00,137.46,137.94,137.46,137.57,1483,137.7,0.48,19
2017-06-30,13:30:00,138.07,138.32,137.66,137.77,2318,137.99,0.66,13
2017-06-30,14:00:00,137.76,137.85,137.19,137.72,1803,137.52,0.66,14
2017-06-30,14:30:00,137.74,137.95,137.43,137.82,1746,137.69,0.52,14
2017-06-30,15:00:00,137.83,137.95,137.57,137.63,1183,137.76,0.38,15
2017-06-30,15:30:00,137.62,137.89,137.52,137.83,1159,137.705,0.37,15
2017-06-30,16:00:00,137.83,137.96,137.75,137.87,824,137.855,0.21,16
2017-06-30,16:30:00,137.88,137.91,137.62,137.72,712,137.765,0.29,16
2017-06-30,17:00:00,137.73,137.82,137.7,137.81,571,137.76,0.12,17
2017-06-30,17:30:00,137.81,137.91,137.75,137.82,561,137.83,0.16,17
2017-06-30,18:00:00,137.82,138.03,137.74,137.98,602,137.885,0.29,18
2017-06-30,18:30:00,137.98,138.09,137.94,138.06,515,138.015,0.15,18
2017-06-30,19:00:00,138.06,138.11,137.83,137.92,526,137.97,0.28,19
2017-06-30,19:30:00,137.91,137.98,137.44,137.47,714,137.71,0.54,19
2017-07-03,13:30:00,138.27,138.41,137.79,137.9,1658,138.1,0.62,13
2017-07-03,14:00:00,137.9,138.08,137.29,137.45,1766,137.685,0.79,14
2017-07-03,14:30:00,137.46,137.55,136.93,136.93,1443,137.24,0.62,14
2017-07-03,15:00:00,136.91,136.98,136.41,136.89,1725,136.695,0.57,15
2017-07-03,15:30:00,136.88,136.96,136.61,136.87,1164,136.785,0.35,15
2017-07-03,16:00:00,136.85,136.87,136.27,136.49,1108,136.57,0.6,16
2017-07-03,16:30:00,136.48,136.49,136.09,136.2,936,136.29,0.4,16
2017-07-03,17:00:00,136.19,136.19,136.19,136.19,1,136.19,0.0,17
2017-07-05,13:30:00,136.63,137.01,136.36,136.56,2214,136.685,0.65,13
2017-07-05,14:00:00,136.56,136.58,136.15,136.42,1897,136.365,0.43,14
2017-07-05,14:30:00,136.42,137.16,136.42,137.06,1384,136.79,0.74,14
2017-07-05,15:00:00,137.05,137.35,136.97,137.33,1184,137.16,0.38,15
2017-07-05,15:30:00,137.32,137.32,137.05,137.16,1065,137.185,0.27,15
2017-07-05,16:00:00,137.14,137.41,137.12,137.33,828,137.265,0.29,16
2017-07-05,16:30:00,137.33,137.44,137.25,137.4,754,137.345,0.19,16
2017-07-05,17:00:00,137.41,137.72,137.39,137.6,744,137.555,0.33,17
2017-07-05,17:30:00,137.59,137.66,137.4,137.44,709,137.53,0.26,17
2017-07-05,18:00:00,137.45,137.74,137.26,137.71,1431,137.5,0.48,18
2017-07-05,18:30:00,137.69,137.89,137.47,137.49,920,137.68,0.42,18
2017-07-05,19:00:00,137.48,137.54,137.29,137.42,740,137.415,0.25,19
2017-07-05,19:30:00,137.4,137.65,137.37,137.51,721,137.51,0.28,19
2017-07-06,13:30:00,136.45,136.75,136.05,136.27,2582,136.4,0.7,13
2017-07-06,14:00:00,136.26,136.42,135.79,135.99,2146,136.105,0.63,14
2017-07-06,14:30:00,135.99,136.21,135.83,136.16,1547,136.02,0.38,14
2017-07-06,15:00:00,136.17,136.5,136.08,136.49,1182,136.29,0.42,15
2017-07-06,15:30:00,136.5,136.87,136.49,136.72,1155,136.68,0.38,15
2017-07-06,16:00:00,136.72,136.79,136.51,136.54,995,136.65,0.28,16
2017-07-06,16:30:00,136.53,137.05,136.52,136.92,883,136.785,0.53,16
2017-07-06,17:00:00,136.93,137.03,136.81,136.95,754,136.92,0.22,17
2017-07-06,17:30:00,136.95,136.96,136.61,136.7,878,136.785,0.35,17
2017-07-06,18:00:00,136.71,136.72,136.51,136.69,845,136.615,0.21,18
2017-07-06,18:30:00,136.7,136.7,136.33,136.53,989,136.515,0.37,18
2017-07-06,19:00:00,136.51,136.57,136.23,136.27,1051,136.4,0.34,19
2017-07-06,19:30:00,136.26,136.39,136.07,136.3,1059,136.23,0.32,19
2017-07-07,13:30:00,136.74,137.39,136.72,137.34,1767,137.055,0.67,13
2017-07-07,14:00:00,137.33,137.37,136.98,137.28,1100,137.175,0.39,14
2017-07-07,14:30:00,137.29,137.46,137.19,137.21,953,137.325,0.27,14
2017-07-07,15:00:00,137.22,137.61,137.14,137.53,994,137.375,0.47,15
2017-07-07,15:30:00,137.53,137.77,137.52,137.67,862,137.645,0.25,15
2017-07-07,16:00:00,137.68,137.86,137.63,137.77,640,137.745,0.23,16
2017-07-07,16:30:00,137.76,137.84,137.73,137.79,521,137.785,0.11,16
2017-07-07,17:00:00,137.79,138.04,137.76,138.03,568,137.9,0.28,17
2017-07-07,17:30:00,138.02,138.12,137.95,138.04,572,138.035,0.17,17
2017-07-07,18:00:00,138.06,138.06,137.75,137.76,568,137.905,0.31,18
2017-07-07,18:30:00,137.75,137.9,137.72,137.82,494,137.81,0.18,18
2017-07-07,19:00:00,137.84,137.85,137.61,137.78,473,137.73,0.24,19
2017-07-07,19:30:00,137.76,137.87,137.68,137.7,398,137.775,0.19,19
2017-07-10,13:30:00,137.8,138.25,137.5,137.6,1930,137.875,0.75,13
2017-07-10,14:00:00,137.61,138.06,137.58,137.97,1022,137.82,0.48,14
2017-07-10,14:30:00,137.98,138.36,137.87,138.33,885,138.115,0.49,14
2017-07-10,15:00:00,138.33,138.41,138.23,138.26,609,138.32,0.18,15
2017-07-10,15:30:00,138.25,138.4,138.25,138.4,430,138.325,0.15,15
2017-07-10,16:00:00,138.39,138.56,138.39,138.51,597,138.475,0.17,16
2017-07-10,16:30:00,138.49,138.54,138.42,138.53,462,138.48,0.12,16
2017-07-10,17:00:00,138.53,138.63,138.5,138.53,423,138.565,0.13,17
2017-07-10,17:30:00,138.54,138.79,138.52,138.77,368,138.655,0.27,17
2017-07-10,18:00:00,138.76,138.82,138.67,138.67,340,138.745,0.15,18
2017-07-10,18:30:00,138.67,138.77,138.64,138.69,353,138.705,0.13,18
2017-07-10,19:00:00,138.68,138.77,138.6,138.74,402,138.685,0.17,19
2017-07-10,19:30:00,138.73,138.97,138.62,138.62,527,138.795,0.35,19
2017-07-11,13:30:00,138.43,138.69,138.25,138.67,1587,138.47,0.44,13
2017-07-11,14:00:00,138.66,139.12,138.55,139.03,1203,138.835,0.57,14
2017-07-11,14:30:00,139.04,139.14,138.89,138.93,703,139.015,0.25,14
2017-07-11,15:00:00,138.92,139.04,137.93,138.26,1288,138.485,1.11,15
2017-07-11,15:30:00,138.25,138.7,138.23,138.6,1456,138.465,0.47,15
2017-07-11,16:00:00,138.61,138.68,138.24,138.44,910,138.46,0.44,16
2017-07-11,16:30:00,138.44,138.68,138.35,138.59,770,138.515,0.33,16
2017-07-11,17:00:00,138.59,138.65,138.51,138.54,640,138.58,0.14,17
2017-07-11,17:30:00,138.55,138.95,138.5,138.93,764,138.725,0.45,17
2017-07-11,18:00:00,138.94,139.1,138.87,138.99,636,138.985,0.23,18
2017-07-11,18:30:00,138.98,138.99,138.87,138.91,446,138.93,0.12,18
2017-07-11,19:00:00,138.89,139.12,138.87,139.05,401,138.995,0.25,19
2017-07-11,19:30:00,139.04,139.21,138.97,139.02,516,139.09,0.24,19
2017-07-12,13:30:00,140.19,140.38,139.95,140.09,2043,140.165,0.43,13
2017-07-12,14:00:00,140.09,140.45,140.08,140.35,1232,140.265,0.37,14
2017-07-12,14:30:00,140.36,140.36,140.0,140.15,1064,140.18,0.36,14
2017-07-12,15:00:00,140.14,140.43,140.13,140.38,945,140.28,0.3,15
2017-07-12,15:30:00,140.37,140.4,140.25,140.36,553,140.325,0.15,15
2017-07-12,16:00:00,140.37,140.5,140.2,140.4,804,140.35,0.3,16
2017-07-12,16:30:00,140.4,140.44,140.3,140.42,590,140.37,0.14,16
2017-07-12,17:00:00,140.42,140.52,140.32,140.41,469,140.42,0.2,17
2017-07-12,17:30:00,140.43,140.6,140.4,140.59,466,140.5,0.2,17
2017-07-12,18:00:00,140.58,140.68,140.49,140.65,493,140.585,0.19,18
2017-07-12,18:30:00,140.63,140.7,140.59,140.64,364,140.645,0.11,18
2017-07-12,19:00:00,140.65,140.85,140.62,140.72,391,140.735,0.23,19
2017-07-12,19:30:00,140.71,140.83,140.65,140.71,456,140.74,0.18,19
2017-07-13,13:30:00,140.82,141.34,140.66,141.28,1730,141.0,0.68,13
2017-07-13,14:00:00,141.27,141.33,140.67,140.77,1315,141.0,0.66,14
2017-07-13,14:30:00,140.78,140.94,140.6,140.9,1066,140.77,0.34,14
2017-07-13,15:00:00,140.89,141.06,140.85,140.85,779,140.955,0.21,15
2017-07-13,15:30:00,140.86,141.12,140.77,141.09,850,140.945,0.35,15
2017-07-13,16:00:00,141.08,141.27,141.02,141.21,563,141.145,0.25,16
2017-07-13,16:30:00,141.2,141.28,141.15,141.26,450,141.215,0.13,16
2017-07-13,17:00:00,141.27,141.3,141.09,141.2,397,141.195,0.21,17
2017-07-13,17:30:00,141.18,141.21,140.75,140.92,680,140.98,0.46,17
2017-07-13,18:00:00,140.93,141.01,140.64,140.88,723,140.825,0.37,18
2017-07-13,18:30:00,140.86,141.09,140.83,141.04,589,140.96,0.26,18
2017-07-13,19:00:00,141.02,141.11,140.91,141.02,670,141.01,0.2,19
2017-07-13,19:30:00,141.03,141.15,140.97,141.01,487,141.06,0.18,19
2017-07-14,13:30:00,141.6,141.69,141.37,141.38,1604,141.53,0.32,13
2017-07-14,14:00:00,141.38,141.51,141.19,141.37,898,141.35,0.32,14
2017-07-14,14:30:00,141.37,141.51,141.25,141.48,776,141.38,0.26,14
2017-07-14,15:00:00,141.46,141.59,141.37,141.58,646,141.48,0.22,15
2017-07-14,15:30:00,141.58,141.59,141.49,141.58,315,141.54,0.1,15
2017-07-14,16:00:00,141.56,141.7,141.52,141.69,305,141.61,0.18,16
2017-07-14,16:30:00,141.68,141.86,141.65,141.78,391,141.755,0.21,16
2017-07-14,17:00:00,141.77,141.87,141.75,141.86,363,141.81,0.12,17
2017-07-14,17:30:00,141.88,142.07,141.84,142.04,358,141.955,0.23,17
2017-07-14,18:00:00,142.04,142.16,142.02,142.11,367,142.09,0.14,18
2017-07-14,18:30:00,142.11,142.14,142.01,142.01,252,142.075,0.13,18
2017-07-14,19:00:00,142.02,142.2,142.01,142.17,287,142.105,0.19,19
2017-07-14,19:30:00,142.19,142.29,142.06,142.11,385,142.175,0.23,19
2017-07-17,13:30:00,142.23,142.53,142.13,142.52,1586,142.33,0.4,13
2017-07-17,14:00:00,142.51,142.67,142.35,142.39,1102,142.51,0.32,14
2017-07-17,14:30:00,142.4,142.43,142.12,142.16,983,142.275,0.31,14
2017-07-17,15:00:00,142.18,142.25,142.01,142.19,784,142.13,0.24,15
2017-07-17,15:30:00,142.21,142.24,142.04,142.11,712,142.14,0.2,15
2017-07-17,16:00:00,142.09,142.28,142.06,142.23,412,142.17,0.22,16
2017-07-17,16:30:00,142.24,142.35,142.19,142.32,453,142.27,0.16,16
2017-07-17,17:00:00,142.31,142.36,142.23,142.24,532,142.295,0.13,17
2017-07-17,17:30:00,142.23,142.3,142.05,142.1,418,142.175,0.25,17
2017-07-17,18:00:00,142.12,142.15,141.91,142.01,380,142.03,0.24,18
2017-07-17,18:30:00,142.02,142.08,141.96,142.05,452,142.02,0.12,18
2017-07-17,19:00:00,142.07,142.17,142.02,142.08,435,142.095,0.15,19
2017-07-17,19:30:00,142.07,142.25,142.05,142.16,435,142.15,0.2,19
2017-07-18,13:30:00,142.06,142.23,141.63,142.15,1612,141.93,0.6,13
2017-07-18,14:00:00,142.15,142.43,142.03,142.39,1061,142.23,0.4,14
2017-07-18,14:30:00,142.39,142.54,141.99,142.53,1154,142.265,0.55,14
2017-07-18,15:00:00,142.51,142.58,142.37,142.54,801,142.475,0.21,15
2017-07-18,15:30:00,142.52,142.76,142.52,142.69,729,142.64,0.24,15
2017-07-18,16:00:00,142.7,142.78,142.59,142.62,645,142.685,0.19,16
2017-07-18,16:30:00,142.63,142.71,142.54,142.64,603,142.625,0.17,16
2017-07-18,17:00:00,142.63,142.77,142.51,142.73,540,142.64,0.26,17
2017-07-18,17:30:00,142.75,142.93,142.71,142.92,531,142.82,0.22,17
2017-07-18,18:00:00,142.91,142.99,142.85,142.9,429,142.92,0.14,18
2017-07-18,18:30:00,142.9,143.05,142.89,142.95,519,142.97,0.16,18
2017-07-18,19:00:00,142.94,143.08,142.92,143.07,437,143.0,0.16,19
2017-07-18,19:30:00,143.07,143.16,142.93,143.11,442,143.045,0.23,19
2017-07-19,13:30:00,143.54,143.88,143.5,143.78,1639,143.69,0.38,13
2017-07-19,14:00:00,143.78,143.87,143.52,143.72,1139,143.695,0.35,14
2017-07-19,14:30:00,143.72,143.77,143.5,143.71,1092,143.635,0.27,14
2017-07-19,15:00:00,143.7,143.87,143.68,143.74,746,143.775,0.19,15
2017-07-19,15:30:00,143.75,144.0,143.75,143.98,696,143.875,0.25,15
2017-07-19,16:00:00,143.99,144.14,143.97,143.98,513,144.055,0.17,16
2017-07-19,16:30:00,143.99,144.04,143.96,144.01,416,144.0,0.08,16
2017-07-19,17:00:00,144.0,144.17,144.0,144.08,365,144.085,0.17,17
2017-07-19,17:30:00,144.08,144.17,144.02,144.03,503,144.095,0.15,17
2017-07-19,18:00:00,144.04,144.15,144.01,144.15,477,144.08,0.14,18
2017-07-19,18:30:00,144.14,144.16,144.03,144.05,454,144.095,0.13,18
2017-07-19,19:00:00,144.06,144.11,143.91,144.08,472,144.01,0.2,19
2017-07-19,19:30:00,144.1,144.11,143.87,143.98,467,143.99,0.24,19
2017-07-20,13:30:00,144.32,144.44,144.02,144.24,1323,144.23,0.42,13
2017-07-20,14:00:00,144.24,144.24,143.75,143.99,1100,143.995,0.49,14
2017-07-20,14:30:00,144.0,144.09,143.51,143.99,1602,143.8,0.58,14
2017-07-20,15:00:00,143.99,144.23,143.94,144.01,939,144.085,0.29,15
2017-07-20,15:30:00,144.03,144.2,143.91,144.12,730,144.055,0.29,15
2017-07-20,16:00:00,144.13,144.32,144.11,144.28,429,144.215,0.21,16
2017-07-20,16:30:00,144.27,144.31,144.17,144.18,423,144.24,0.14,16
2017-07-20,17:00:00,144.18,144.21,143.96,144.15,593,144.085,0.25,17
2017-07-20,17:30:00,144.15,144.24,144.11,144.16,428,144.175,0.13,17
2017-07-20,18:00:00,144.15,144.16,144.0,144.04,413,144.08,0.16,18
2017-07-20,18:30:00,144.03,144.03,143.76,143.97,650,143.895,0.27,18
2017-07-20,19:00:00,143.98,144.16,143.98,144.14,427,144.07,0.18,19
2017-07-20,19:30:00,144.13,144.28,144.09,144.16,462,144.185,0.19,19
2017-07-21,13:30:00,143.56,143.86,143.34,143.71,1997,143.6,0.52,13
2017-07-21,14:00:00,143.7,143.92,143.61,143.7,1307,143.765,0.31,14
2017-07-21,14:30:00,143.71,143.86,143.6,143.65,1101,143.73,0.26,14
2017-07-21,15:00:00,143.66,143.76,143.5,143.74,873,143.63,0.26,15
2017-07-21,15:30:00,143.75,143.88,143.68,143.88,613,143.78,0.2,15
2017-07-21,16:00:00,143.9,143.95,143.81,143.9,505,143.88,0.14,16
2017-07-21,16:30:00,143.89,144.03,143.89,144.02,398,143.96,0.14,16
2017-07-21,17:00:00,144.01,144.1,143.93,143.96,414,144.015,0.17,17
2017-07-21,17:30:00,143.95,143.97,143.82,143.91,468,143.895,0.15,17
2017-07-21,18:00:00,143.92,143.93,143.74,143.9,443,143.835,0.19,18
2017-07-21,18:30:00,143.89,144.0,143.88,143.92,390,143.94,0.12,18
2017-07-21,19:00:00,143.93,143.97,143.84,143.89,366,143.905,0.13,19
2017-07-21,19:30:00,143.9,144.09,143.88,144.09,391,143.985,0.21,19
2017-07-24,13:30:00,144.07,144.25,143.98,144.2,1183,144.115,0.27,13
2017-07-24,14:00:00,144.19,144.25,144.05,144.12,855,144.15,0.2,14
2017-07-24,14:30:00,144.11,144.18,144.04,144.17,658,144.11,0.14,14
2017-07-24,15:00:00,144.16,144.16,143.91,143.98,553,144.035,0.25,15
2017-07-24,15:30:00,143.97,144.16,143.97,144.15,472,144.065,0.19,15
2017-07-24,16:00:00,144.14,144.33,144.13,144.31,397,144.23,0.2,16
2017-07-24,16:30:00,144.32,144.4,144.28,144.39,319,144.34,0.12,16
2017-07-24,17:00:00,144.38,144.44,144.35,144.42,292,144.395,0.09,17
2017-07-24,17:30:00,144.41,144.44,144.34,144.35,293,144.39,0.1,17
2017-07-24,18:00:00,144.33,144.51,144.33,144.46,373,144.42,0.18,18
2017-07-24,18:30:00,144.45,144.56,144.44,144.55,277,144.5,0.12,18
2017-07-24,19:00:00,144.56,144.73,144.49,144.73,437,144.61,0.24,19
2017-07-24,19:30:00,144.74,144.86,144.66,144.72,417,144.76,0.2,19
2017-07-25,13:30:00,144.29,144.44,144.0,144.43,1678,144.22,0.44,13
2017-07-25,14:00:00,144.43,144.5,144.23,144.38,1175,144.365,0.27,14
2017-07-25,14:30:00,144.39,144.4,144.1,144.13,952,144.25,0.3,14
2017-07-25,15:00:00,144.15,144.41,144.15,144.35,824,144.28,0.26,15
2017-07-25,15:30:00,144.33,144.53,144.25,144.47,697,144.39,0.28,15
2017-07-25,16:00:00,144.47,144.5,144.31,144.39,628,144.405,0.19,16
2017-07-25,16:30:00,144.39,144.5,144.38,144.47,481,144.44,0.12,16
2017-07-25,17:00:00,144.46,144.55,144.42,144.53,385,144.485,0.13,17
2017-07-25,17:30:00,144.53,144.72,144.49,144.67,409,144.605,0.23,17
2017-07-25,18:00:00,144.66,144.73,144.58,144.61,471,144.655,0.15,18
2017-07-25,18:30:00,144.59,144.61,144.46,144.54,508,144.535,0.15,18
2017-07-25,19:00:00,144.54,144.56,144.3,144.4,483,144.43,0.26,19
2017-07-25,19:30:00,144.41,144.48,144.29,144.39,546,144.385,0.19,19
2017-07-26,13:30:00,144.73,144.87,144.63,144.82,1389,144.75,0.24,13
2017-07-26,14:00:00,144.81,144.94,144.76,144.85,996,144.85,0.18,14
2017-07-26,14:30:00,144.85,144.89,144.63,144.65,783,144.76,0.26,14
2017-07-26,15:00:00,144.65,144.75,144.54,144.61,639,144.645,0.21,15
2017-07-26,15:30:00,144.62,144.67,144.55,144.64,544,144.61,0.12,15
2017-07-26,16:00:00,144.64,144.79,144.63,144.71,444,144.71,0.16,16
2017-07-26,16:30:00,144.72,144.75,144.63,144.69,379,144.69,0.12,16
2017-07-26,17:00:00,144.68,144.71,144.59,144.64,409,144.65,0.12,17
2017-07-26,17:30:00,144.64,144.8,144.62,144.64,469,144.71,0.18,17
2017-07-26,18:00:00,144.66,144.83,144.55,144.77,1107,144.69,0.28,18
2017-07-26,18:30:00,144.76,144.76,144.61,144.67,708,144.685,0.15,18
2017-07-26,19:00:00,144.65,144.88,144.62,144.81,574,144.75,0.26,19
2017-07-26,19:30:00,144.79,144.85,144.64,144.85,643,144.745,0.21,19
2017-07-27,13:30:00,145.82,145.91,145.41,145.48,1693,145.66,0.5,13
2017-07-27,14:00:00,145.47,145.76,145.46,145.74,969,145.61,0.3,14
2017-07-27,14:30:00,145.76,145.93,145.72,145.83,625,145.825,0.21,14
2017-07-27,15:00:00,145.82,145.86,145.68,145.76,836,145.77,0.18,15
2017-07-27,15:30:00,145.74,145.95,145.72,145.85,650,145.835,0.23,15
2017-07-27,16:00:00,145.84,145.86,145.44,145.44,698,145.65,0.42,16
2017-07-27,16:30:00,145.44,145.48,143.9,144.14,1906,144.69,1.58,16
2017-07-27,17:00:00,144.13,144.34,142.66,143.11,3210,143.5,1.68,17
2017-07-27,17:30:00,143.1,143.52,142.3,143.27,3333,142.91,1.22,17
2017-07-27,18:00:00,143.26,143.8,143.0,143.65,2122,143.4,0.8,18
2017-07-27,18:30:00,143.64,143.68,143.04,143.49,1742,143.36,0.64,18
2017-07-27,19:00:00,143.49,143.62,143.22,143.52,1614,143.42,0.4,19
2017-07-27,19:30:00,143.54,144.02,143.44,144.0,1244,143.73,0.58,19
2017-07-28,13:30:00,143.14,143.75,142.86,143.35,2482,143.305,0.89,13
2017-07-28,14:00:00,143.35,143.63,143.23,143.37,1742,143.43,0.4,14
